name,psnr,ssim,lpips
DJI_20260110101450_0239_V,24.98160837967916,0.8401323556900024,0.13386713713407516
DJI_20260110101451_0241_V,26.03321750776075,0.8443054556846619,0.14933689683675766
DJI_20260110101453_0244_V,25.230631507628193,0.8703234195709229,0.1370009332895279
DJI_20260110101456_0247_V,25.748477507545644,0.9180692434310913,0.11875565350055695
DJI_20260110101459_0251_V,23.0760604172751,0.7318918704986572,0.1931535303592682
DJI_20260110101504_0257_V,22.362947259292454,0.6834518313407898,0.21106630563735962
DJI_20260110101519_0274_V,20.52767443140737,0.5495063066482544,0.24769100546836853
DJI_20260110101521_0277_V,22.728422739617834,0.7030845880508423,0.20749378204345703
DJI_20260110101524_0280_V,22.432098751039405,0.691322922706604,0.20637434720993042
DJI_20260110101553_0294_V,22.400712628921404,0.6583830118179321,0.24089185148477554
DJI_20260110101555_0296_V,20.658433030204442,0.6462029218673706,0.2507018446922302
DJI_20260110101612_0317_V,22.81006054567562,0.945979118347168,0.18353764712810516
DJI_20260110101613_0318_V,23.22507484575738,0.7228163480758667,0.19882266968488693
DJI_20260110101616_0322_V,21.505727312191553,0.786185622215271,0.17227821052074432
DJI_20260110101619_0325_V,24.018365190797656,0.8645610809326172,0.1311536431312561
DJI_20260110101619_0326_V,22.872271185627802,0.8156498670578003,0.17512720823287964
DJI_20260110101621_0328_V,23.124093084338277,0.7538030743598938,0.21440747380256653
DJI_20260110101623_0330_V,22.492207367917956,0.6913525462150574,0.24089323729276657
DJI_20260110101627_0335_V,25.08232058398374,0.8122666478157043,0.18049392104148865
DJI_20260110101629_0337_V,23.987920267038238,0.7587598562240601,0.1938263475894928
DJI_20260110101631_0339_V,23.39305002076997,0.7276594042778015,0.19727762043476105
DJI_20260110101706_0362_V,21.209123278998426,0.7223255634307861,0.23801860213279724
DJI_20260110101709_0365_V,23.932161021596734,0.8196876049041748,0.1805632933974266
DJI_20260110101714_0372_V,26.70665550864299,0.937562108039856,0.11186148598790169
DJI_20260110101716_0374_V,26.41940301790504,0.8844585418701172,0.1371072754263878
DJI_20260110101719_0378_V,26.09491542986651,0.8716564178466797,0.12003933265805244
